Block,Total Cells,Luminal A_count,Luminal A_pct,Luminal B_count,Luminal B_pct,HER2 Enriched_count,HER2 Enriched_pct,Triple Negative_count,Triple Negative_pct,Luminal A (HER2+)_count,Luminal A (HER2+)_pct,Luminal B (HER2+)_count,Luminal B (HER2+)_pct,Unknown_count,Unknown_pct
A1,604,9,1.490066225165563,0,0.0,0,0.0,595,98.50993377483444,0,0.0,0,0.0,0,0.0
A8,1803,68,3.7714919578480313,0,0.0,0,0.0,1727,95.78480310593456,8,0.44370493621741547,0,0.0,0,0.0
D1,1008,158,15.674603174603174,0,0.0,2,0.1984126984126984,848,84.12698412698413,0,0.0,0,0.0,0,0.0
E10,9944,3,0.030168946098149636,0,0.0,0,0.0,9941,99.96983105390184,0,0.0,0,0.0,0,0.0
G1,1874,1117,59.605122732123796,7,0.3735325506937033,2,0.10672358591248667,722,38.52721451440768,26,1.3874066168623265,0,0.0,0,0.0
H10,2272,0,0.0,0,0.0,11,0.48415492957746475,2260,99.47183098591549,1,0.04401408450704226,0,0.0,0,0.0
H2,5034,566,11.243543901470005,0,0.0,1,0.01986491855383393,4455,88.49821215733016,12,0.23837902264600713,0,0.0,0,0.0
J10,439,1,0.22779043280182232,0,0.0,26,5.922551252847381,397,90.43280182232346,15,3.416856492027335,0,0.0,0,0.0
